Rand,WordItem,LongShort,OldNew,WordColor,Study_Phase_Trials.thisRepN,Study_Phase_Trials.thisTrialN,Study_Phase_Trials.thisN,Study_Phase_Trials.thisIndex,Test_Phase_Trials.thisRepN,Test_Phase_Trials.thisTrialN,Test_Phase_Trials.thisN,Test_Phase_Trials.thisIndex,Welcome_Screen_Text.started,Welcome_Screen_Text.stopped,Instructions_for_Memory_task.started,Instructions_for_Memory_task.stopped,Instructions_Keyboard.keys,Instructions_Keyboard.rt,Instructions_Keyboard.started,Instructions_Keyboard.stopped,Blank_Screen_No_Text.started,Blank_Screen_No_Text.stopped,Study_Phase_Word.started,Study_Phase_Word.stopped,Wait_Screen_Text.started,Wait_Screen_Text.stopped,Wait_Screen_Keyboard.keys,Wait_Screen_Keyboard.rt,Wait_Screen_Keyboard.started,Wait_Screen_Keyboard.stopped,Test_Phase_Word.started,Test_Phase_Word.stopped,Test_Phase_Key_Confidence_Response.keys,Test_Phase_Key_Confidence_Response.rt,Test_Phase_Key_Confidence_Response.started,Test_Phase_Key_Confidence_Response.stopped,Test_Phase_Confidence_Scale.started,Test_Phase_Confidence_Scale.stopped,Test_Phase_Blank_Text.started,Test_Phase_Blank_Text.stopped,Test_Phase_RFN_Text.started,Test_Phase_RFN_Text.stopped,Test_Phase_Key_Resp.keys,Test_Phase_Key_Resp.rt,Test_Phase_Key_Resp.started,Test_Phase_Key_Resp.stopped,Test_Phase_RFN_Scale.started,Test_Phase_RFN_Scale.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,39.35164359997725,None,41.33469980000518,None,m,3.710228400013875,41.33469980000518,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.4834406894807515,Bored,Short,Old,Red,0,0,0,5,,,,,,,,,,,,,47.58011029998306,None,45.61215749999974,None,,,,,,,,,,,,,,,,,,,,,,,,,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.7434783696204702,Bread,Short,Old,Red,0,1,1,4,,,,,,,,,,,,,50.07995309995022,None,48.094569899956696,None,,,,,,,,,,,,,,,,,,,,,,,,,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.6089902735298987,Dessert,Long,Old,Red,0,2,2,0,,,,,,,,,,,,,52.57921129994793,None,50.59325729997363,None,,,,,,,,,,,,,,,,,,,,,,,,,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.32243718188367976,Farther,Long,Old,Green,0,3,3,1,,,,,,,,,,,,,55.077565799991135,None,53.0920511999866,None,,,,,,,,,,,,,,,,,,,,,,,,,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.46433061307413115,Board,Short,Old,Green,0,4,4,3,,,,,,,,,,,,,57.57674419996329,None,55.591088699991815,None,,,,,,,,,,,,,,,,,,,,,,,,,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.8596467156622447,Farter,Short,Old,Green,0,5,5,2,,,,,,,,,,,,,60.07557599997381,None,58.0757904999773,None,,,,,,,,,,,,,,,,,,,,,,,,,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
,,,,,,,,,,,,,,,,,,,,,,,,,60.57540799997514,None,m,1.1578774000518024,60.57540799997514,None,,,,,,,,,,,,,,,,,,,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.34984062798078086,Breath,Short,New,None,,,,,0,0,0,6,,,,,,,,,66.80367399996612,None,,,,,,,,,62.28806160000386,None,1,2.421176599978935,62.28806160000386,None,62.28806160000386,None,64.75401639996562,None,65.76995539997006,None,n,0.988601999997627,65.76995539997006,None,65.76995539997006,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.8596467156622447,Farter,Short,Old,Green,,,,,0,1,1,2,,,,,,,,,70.73426749999635,None,,,,,,,,,67.31907099997625,None,1,1.6776878000237048,67.31907099997625,None,67.31907099997625,None,69.03504839999368,None,70.05151489999844,None,n,0.6413391000241973,70.05151489999844,None,70.05151489999844,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.6344257163282779,Faster,Short,New,None,,,,,0,2,2,9,,,,,,,,,74.51588029996492,None,,,,,,,,,71.25086539995391,None,1,1.6977320999721996,71.25086539995391,None,71.25086539995391,None,72.98326029995224,None,73.99990009999601,None,n,0.4787715999991633,73.99990009999601,None,73.99990009999601,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.6089902735298987,Dessert,Long,Old,Red,,,,,0,3,3,0,,,,,,,,,78.59799769998062,None,,,,,,,,,75.03238409996266,None,6,1.964468799997121,75.03238409996266,None,75.03238409996266,None,77.03218559996458,None,78.04806760000065,None,r,0.509216100035701,78.04806760000065,None,78.04806760000065,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.6815821667970335,Look,Short,New,None,,,,,0,4,4,10,,,,,,,,,81.96301049995236,None,,,,,,,,,79.11548239999684,None,1,1.321339700021781,79.11548239999684,None,79.11548239999684,None,80.49682279996341,None,81.51316119998228,None,n,0.41268029995262623,81.51316119998228,None,81.51316119998228,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.4834406894807515,Bored,Short,Old,Red,,,,,0,5,5,5,,,,,,,,,86.34430589998374,None,,,,,,,,,82.48032259999309,None,6,1.6049353000125848,82.48032259999309,None,82.48032259999309,None,84.12872139998944,None,85.14485649997368,None,r,1.16522799996892,85.14485649997368,None,85.14485649997368,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.482468347819066,Further,Long,New,None,,,,,0,6,6,11,,,,,,,,,91.12848359998316,None,,,,,,,,,86.86081849999027,None,1,2.8318456999841146,86.86081849999027,None,86.86081849999027,None,89.7257029999746,None,90.74216179997893,None,n,0.3591101999627426,90.74216179997893,None,90.74216179997893,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.32243718188367976,Farther,Long,Old,Green,,,,,0,7,7,1,,,,,,,,,95.60986539995065,None,,,,,,,,,91.64304479997372,None,6,2.596641100011766,91.64304479997372,None,91.64304479997372,None,94.27406259998679,None,95.29050319996895,None,r,0.29026259999955073,95.29050319996895,None,95.29050319996895,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.31773118842007975,Lease,Short,New,None,,,,,0,8,8,7,,,,,,,,,99.02381089999108,None,,,,,,,,,96.14010769996094,None,1,1.4806896999944001,96.14010769996094,None,96.14010769996094,None,97.65563689998817,None,98.65686359995743,None,n,0.33989639999344945,98.65686359995743,None,98.65686359995743,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.46433061307413115,Board,Short,Old,Green,,,,,0,9,9,3,,,,,,,,,103.21986279997509,None,,,,,,,,,99.53812219999963,None,6,1.5708336000097916,99.53812219999963,None,99.53812219999963,None,101.15435419999994,None,102.17075879999902,None,r,1.0180995999835432,102.17075879999902,None,102.17075879999902,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.7434783696204702,Bread,Short,Old,Red,,,,,0,10,10,4,,,,,,,,,106.13696429994889,None,,,,,,,,,103.73641559999669,None,6,0.9324491000152193,103.73641559999669,None,103.73641559999669,None,104.70287539996207,None,105.71934209996834,None,r,0.38922479999018833,105.71934209996834,None,105.71934209996834,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
0.5250954297060976,Advice,Short,New,None,,,,,0,11,11,8,,,,,,,,,111.14963929995429,None,,,,,,,,,106.65162229997804,None,1,3.0332252999651246,106.65162229997804,None,106.65162229997804,None,109.71735969994916,None,110.73350959998788,None,n,0.38329779997002333,110.73350959998788,None,110.73350959998788,None,13,004,2020_Jan_24_1825,Recognition_Memory_Task_Advanced,3.2.3,None,
